resource_code,name,resource_type,category,unit,base_price,min_price,max_price,currency,usage_count,source,region,specifications,is_active
MEPU-PU-KAPU-MEKA,Self-leveling single-component compound,abstract_material,General,kg,32.44,15.43,38.11,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 38.11, ""price_variants_count"": 2, ""avg_cost_per_use"": 361.65, ""avg_quantity_per_use"": 23.435, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of screeds"", ""abstract_variant_count"": 5, ""abstract_price_min"": 8.35, ""abstract_price_max"": 63.08, ""abstract_price_mean"": 30.75, ""abstract_tech_group"": ""RIVO-KARI-KAKADX"", ""abstract_variable_parts"": ""Composition (enamel) two-component polyurethane anti-corrosion for metal products and structures, UV and weather resistant, operating temperature from -40 to +110 °C, dry residue 52%, density from ME.KAKA to ME.RIKA g/cm3, characteristics at a temperature of 20 °C: conditional viscosity from 35 to 1""}",True
KASA-ME-KASA-KAPU,Precast reinforced concrete structures,abstract_material,Concrete & Cement,pcs,464.6,464.6,464.6,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 464.6, ""price_variants_count"": 1, ""avg_cost_per_use"": 46460.1, ""avg_quantity_per_use"": 100.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Precast concrete and reinforced concrete structures"", ""parent_department"": ""INDUSTRIAL BUILDINGS AND STRUCTURES"", ""parent_section"": ""FOUNDATIONS AND FOUNDATION BEAMS"", ""abstract_common_name"": ""Reinforced concrete slabs for strip foundations, volume up to"", ""abstract_variant_count"": 1, ""abstract_price_min"": 320.33, ""abstract_price_max"": 645.68, ""abstract_price_mean"": 446.5, ""abstract_tech_group"": ""MEVO-KAME-KARISA"", ""abstract_variable_parts"": ""ME.DX m3, B10 concrete, reinforcement consumption up to 50 kg/m3 • RI.PU m3, B12.5 concrete, reinforcement consumption up to 50 kg/m3 • RI.PU m3, B15 concrete, reinforcement consumption up to 50 kg/m3 • RI.PU m3, B20 concrete, reinforcement consumption up to 50 kg/m3 • RI.PU m3, B25 concrete, reinfo""}",True
KAME-LI-KANE-MEME_MEKAKAPU,"Synthetic rubber-based sealing strips for ventilated curtain walls, thickness 1 mm, width 60 mm",material,Rubber & Seals,10 m,7.79,7.79,7.79,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 7.79, ""price_variants_count"": 1, ""avg_cost_per_use"": 35.45, ""avg_quantity_per_use"": 4.55, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Finishing works"", ""parent_department"": ""FACING WORKS"", ""parent_section"": ""EXTERIOR FACADE CLADDING""}",True
DXME-KADX-MEKA_KARIME,Self-propelled track lifters,equipment,General,Machine hours,44.23,44.23,44.23,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 44.23, ""price_variants_count"": 1, ""avg_cost_per_use"": 166.84, ""avg_quantity_per_use"": 3.7725, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""OTHER TYPES OF EARTHWORKS, PREPARATORY, ACCOMPANYING AND REINFORCEMENT WORKS"", ""parent_section"": ""EMBANKMENTS ON MARSHES"", ""machine_class"": ""Railway construction machinery"", ""machinist_grade"": ""4.0""}",True
KASA-ME-KAVO-KANE_KAKADXRI,"Reinforced concrete slabs for laying railway tracks, volume up to ME.PU m3, concrete B25, reinforcement consumption from 300 to 350 kg/m3",material,Concrete & Cement,m3,864.96,864.96,864.96,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 864.96, ""price_variants_count"": 1, ""avg_cost_per_use"": 5625.46, ""avg_quantity_per_use"": 6.5038, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Power lines"", ""parent_department"": ""OPEN DISTRIBUTION DEVICES WITH A VOLTAGE OF 35-1150 KV"", ""parent_section"": ""TRANSFER RAILWAY TRACKS, CROSSINGS AND FIRE PROTECTION PARTITIONS FOR ORU 110-1150 KV TRANSFORMERS""}",True
RIKA-ME-KARI-RIRI_KAKAKATO,Two-pronged eye U2-12-16,material,General,pcs,18.0,18.0,18.0,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 18.0, ""price_variants_count"": 1, ""avg_cost_per_use"": 27.81, ""avg_quantity_per_use"": 1.545, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Signaling, centralization, interlocking, and contact network equipment for railway transport"", ""parent_department"": ""CONTACT NETWORKS ON RAILWAY TRANSPORT"", ""parent_section"": ""CONTACT SUSPENSION INSTALLATION""}",True
DXME-KATO-MEDX_KADXRI,Hand-held pneumatic wrenches for use with mobile compressor units,equipment,Compressors,Machine hours,0.15,0.15,0.15,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.15, ""price_variants_count"": 1, ""avg_cost_per_use"": 5.05, ""avg_quantity_per_use"": 33.4513, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Metal building structures"", ""parent_department"": ""BUILDINGS AND BUILDING FRAMES"", ""parent_section"": ""FRAMES AND SPECIAL-PURPOSE BUILDINGS"", ""machine_class"": ""Machines and units for tunnel construction, mining, and subway construction""}",True
DXME-KAVO-KALI_KAMELI,"Trailed gravel spreaders, hopper capacity RI.ME m³, working width 250-3000 mm",equipment,General,Machine hours,6.16,6.16,6.16,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 6.16, ""price_variants_count"": 1, ""avg_cost_per_use"": 5.2, ""avg_quantity_per_use"": 0.845, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Motorways"", ""parent_department"": ""CONSTRUCTION OF FOUNDATIONS AND COVERINGS"", ""parent_section"": ""HARD ROAD SURFACES"", ""machine_class"": ""Machines for road and airfield construction"", ""machinist_grade"": ""4.0""}",True
DXME-KAVO-MEKA_KASASA,"Self-propelled cold milling machines on tracks, maximum milling width 2000 mm",equipment,General,Machine hours,353.06,353.06,353.06,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 353.06, ""price_variants_count"": 1, ""avg_cost_per_use"": 133.72, ""avg_quantity_per_use"": 0.3787, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Motorways"", ""parent_department"": ""PREPARATION OF EXISTING FOUNDATIONS AND COVERINGS FOR BLACK CRUSHED STONE (GRAVEL) AND ASPHALT CONCR"", ""parent_section"": ""DISMANTLING OF EXISTING STRUCTURES"", ""machine_class"": ""Machines for road and airfield construction"", ""machinist_grade"": ""8.0""}",True
KAME-TO-KAME-KANE,Lubricant,abstract_material,General,kg,15.99,15.99,15.99,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 15.99, ""price_variants_count"": 1, ""avg_cost_per_use"": 0, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Wells"", ""parent_department"": ""WELL DRILLING"", ""parent_section"": ""OTHER TYPES OF DRILLING"", ""abstract_variant_count"": 19, ""abstract_price_min"": 2.39, ""abstract_price_max"": 359.79, ""abstract_price_mean"": 48.42, ""abstract_tech_group"": ""SARI-KATO-KAKATO"", ""abstract_variable_parts"": ""Universal automotive grease • Anti-corrosion grease for protecting AMS cables • Vacuum grease for sealing movable joints in glass and metal vacuum installations • Mineral oil-based plastic helicopter grease for lubricating splines and bearings • General-purpose graphite grease • Liquid grease (synth""}",True
DXME-RIME-KAME_KAMEME,"Electric bitumen mastic application units, power up to 3 kW",equipment,General,Machine hours,0.63,0.63,0.63,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.63, ""price_variants_count"": 1, ""avg_cost_per_use"": 2.85, ""avg_quantity_per_use"": 4.4938, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of asphalt concrete coverings"", ""machine_class"": ""Mechanized tools, devices, machines, other units"", ""electricity_kwh_per_hour"": 0.73, ""electricity_cost_per_unit"": 0.1}",True
DXME-RIME-KAME_KAMEME,Electricity: consumption KA.LITO kWh/machine-hour,electricity,Electricity,Machine hours,0.1,0.1,0.1,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.1, ""price_variants_count"": 1, ""avg_cost_per_use"": 0.44, ""avg_quantity_per_use"": 4.4938, ""used_in_rate_codes"": 8, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of asphalt concrete coverings"", ""machine_class"": ""Mechanized tools, devices, machines, other units"", ""electricity_kwh_per_hour"": 0.73, ""electricity_cost_per_unit"": 0.1}",True
MEVO-SA-MEKA-KATO,radiator nipple,abstract_material,General,pcs,28.47,28.47,28.47,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 28.47, ""price_variants_count"": 1, ""avg_cost_per_use"": 0, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""REPAIR AND CONSTRUCTION WORKS"", ""parent_collection"": ""Internal sanitary and technical work"", ""parent_department"": ""CENTRAL HEATING"", ""parent_section"": ""Reorganization of old radiator sections"", ""abstract_common_name"": ""Nipples, size"", ""abstract_variant_count"": 1, ""abstract_price_min"": 15.47, ""abstract_price_max"": 41.76, ""abstract_price_mean"": 28.11, ""abstract_tech_group"": ""TONE-KANE-KAVORI"", ""abstract_variable_parts"": ""1\"" • 1/2\"" • 3/4\""""}",True
KAME-LI-MELI-KANE_KAKAVOPU,"Diamond cutting disc with a profiled continuous cutting edge, diameter 230 mm, diamond edge thickness RI.NE mm, diamond edge height 10 mm",material,General,pcs,15.87,15.87,15.87,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 15.87, ""price_variants_count"": 1, ""avg_cost_per_use"": 120.62, ""avg_quantity_per_use"": 19.0, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS"", ""parent_section"": ""Installation of prestressed reinforcement for the prestressing system of the reactor building protec""}",True
KASA-ME-KATO-KASA,Capitals,abstract_material,General,pcs,727.88,727.88,727.88,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 727.88, ""price_variants_count"": 1, ""avg_cost_per_use"": 72787.54, ""avg_quantity_per_use"": 100.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Precast concrete and reinforced concrete structures"", ""parent_department"": ""INDUSTRIAL BUILDINGS AND STRUCTURES"", ""parent_section"": ""COLUMNS AND CAPITALS"", ""abstract_common_name"": ""Reinforced concrete capital blocks, volume up to ME.NE m3, concrete B25, reinforcement consumption from 50 to 100 kg/m3"", ""abstract_variant_count"": 1, ""abstract_price_max"": 727.88, ""abstract_price_mean"": 606.56, ""abstract_tech_group"": ""MEVO-KAME-KALIRI""}",True
KASA-ME-KATO-KATO,Rafters,abstract_material,General,pcs,854.16,854.16,854.16,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 854.16, ""price_variants_count"": 1, ""avg_cost_per_use"": 85415.68, ""avg_quantity_per_use"": 100.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Precast concrete and reinforced concrete structures"", ""parent_department"": ""INDUSTRIAL BUILDINGS AND STRUCTURES"", ""parent_section"": ""BEAMS, RIGELS, AND LINTELS"", ""abstract_common_name"": ""Rafters"", ""abstract_variant_count"": 1, ""abstract_price_min"": 388.96, ""abstract_price_max"": 1055.77, ""abstract_price_mean"": 765.0, ""abstract_tech_group"": ""MEVO-KAME-KARIKA"", ""abstract_variable_parts"": ""gable reinforced concrete, volume up to RI.ME m3, concrete B30, reinforcement consumption from 100 to 150 kg/m3 • gable reinforced concrete, volume up to 5 m3, concrete B40, reinforcement consumption from 100 to 150 kg/m3 • gable reinforced concrete, volume up to 5 m3, concrete B40, reinforcement co""}",True
KASA-ME-KAPU-RISA,Precast reinforced concrete structures,abstract_material,Concrete & Cement,pcs,73.75,73.75,73.75,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 73.75, ""price_variants_count"": 1, ""avg_cost_per_use"": 7375.34, ""avg_quantity_per_use"": 100.0, ""used_in_rate_codes"": 8, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Precast concrete and reinforced concrete structures"", ""parent_department"": ""INDUSTRIAL BUILDINGS AND STRUCTURES"", ""parent_section"": ""WALLS AND PARTITIONS"", ""abstract_common_name"": ""Internal reinforced concrete wall panels without ventilation, smoke ventilation and smoke ducts and flat partitions with a thickness of 16 cm"", ""abstract_variant_count"": 2, ""abstract_price_max"": 720.88, ""abstract_price_mean"": 284.02, ""abstract_tech_group"": ""MEVO-KARI-KATOME"", ""abstract_variable_parts"": ""without ventilation, smoke ventilation, and smoke ducts and flat partitions • with ventilation, smoke, and smoke ventilation ducts""}",True
MEPU-ME-KANE-KAPU_KAKAKAME,Adhesive for bonding mineral wool,material,Insulation,kg,0.75,0.75,0.75,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.75, ""price_variants_count"": 1, ""avg_cost_per_use"": 786.76, ""avg_quantity_per_use"": 1051.7888, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Finishing works"", ""parent_department"": ""FACING WORKS"", ""parent_section"": ""EXTERIOR FACADE CLADDING""}",True
KAME-LI-KASA-KASA_KAKAKAME,Micanite,material,General,kg,43.59,43.59,43.59,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 43.59, ""price_variants_count"": 1, ""avg_cost_per_use"": 457.71, ""avg_quantity_per_use"": 10.5, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Electrical installations"", ""parent_department"": ""ELECTRIC POWER AND ELECTRIC LIGHTING INSTALLATIONS"", ""parent_section"": ""ELECTRIC MACHINES""}",True
KAPU-TO-KAME-KADX_KAKAMEDX,"Ready-mixed masonry mortar, cement, M400",material,Concrete & Cement,m3,194.5,194.5,194.5,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 194.5, ""price_variants_count"": 1, ""avg_cost_per_use"": 81.21, ""avg_quantity_per_use"": 0.4771, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Motorways"", ""parent_department"": ""ROAD CONSTRUCTION"", ""parent_section"": ""ROAD SAFETY BARRIERS""}",True
RIKA-ME-KARI-RIME_KAKAMERI,KS-156 anchoring unit,material,Fasteners,pcs,33.67,33.67,33.67,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 33.67, ""price_variants_count"": 1, ""avg_cost_per_use"": 140.55, ""avg_quantity_per_use"": 4.1738, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Signaling, centralization, interlocking, and contact network equipment for railway transport"", ""parent_department"": ""CONTACT NETWORKS ON RAILWAY TRANSPORT"", ""parent_section"": ""CONTACT SUSPENSION INSTALLATION""}",True
RIKA-SA-KAPU-KAPU_KAKANEME,Aluminum NBN bolt tension clamp for fastening multi-wire cables with a cross-section of 95-120 mm2,material,Fasteners,pcs,18.62,18.62,18.62,EUR,8,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 18.62, ""price_variants_count"": 1, ""avg_cost_per_use"": 26.36, ""avg_quantity_per_use"": 1.4163, ""used_in_rate_codes"": 8, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Signaling, centralization, interlocking, and contact network equipment for railway transport"", ""parent_department"": ""CONTACT NETWORKS ON RAILWAY TRANSPORT"", ""parent_section"": ""CONTACT SUSPENSION INSTALLATION""}",True
